OBJECTID,JURSCODE,GEOID20,POPULATION_TOTAL,CHILD_POPULATION_TOTAL,CHILD_POV_TOTAL,CHILD_POV_PCT,SCHOOL_BND_INT_TOTAL,SCHOOL_BND_INT_CPG_TOTAL,NOTES,CALC_SUM,CALC_PCT,Shape__Area,Shape__Length
241,BACO,24005440702,5351,947,47.0,5.0,7,0,(+/-) 4.7,,,2858739.7888856432,7597.0794752033835
242,BACO,24005490900,4881,580,19.0,3.3,8,0,(+/-) 4.2,,,1516000.2573494327,6099.444779544822
243,BACO,24005440100,4241,1082,30.0,2.8,7,0,(+/-) 3.9,,,2065099.33557064,6568.907423281967
244,BACO,24005441102,5051,906,124.0,13.7,4,0,(+/-) 10.6,,,2591760.6802991717,8337.532758251124
245,BACO,24005410200,5001,1155,27.0,2.3,8,0,(+/-) 3.4,,,35740829.713354625,30630.31555023202
246,BACO,24005404900,4401,578,0.0,0.0,12,0,(+/-) 7.4,,,25030336.209075034,26182.85459549961
247,BACO,24005491600,2773,509,115.0,22.6,9,0,(+/-) 15.1,,,875041.7240044461,4515.274587684452
248,BACO,24005450300,3334,508,76.0,15.0,6,1,(+/-) 16.8,,,2393212.6619357555,6740.418606108073
249,BACO,24005451702,1845,295,0.0,0.0,7,0,(+/-) 14,,,7028175.8680950655,24207.065959025476
250,BACO,24005404201,6360,1612,189.0,11.7,7,0,(+/-) 12.1,,,2402708.147661064,6936.243976689738
251,BACO,24005402202,1576,230,0.0,0.0,9,0,(+/-) 18.5,,,20888027.33333573,23691.580467609576
252,BACO,24005451300,3370,694,143.0,20.6,7,0,(+/-) 18.8,,,2148908.088806335,6465.61726660909
253,BACO,24005400500,2692,618,0.0,0.0,6,0,(+/-) 6.6,,,5796690.548513101,11464.84819213052
254,BACO,24005450504,6507,2063,580.0,28.1,9,2,(+/-) 18.8,,,1161814.0541056048,6294.2470537237205
255,BACO,24005407002,5523,1219,85.0,7.0,5,0,(+/-) 9.9,,,97375103.71505485,52539.8209147851
256,BACO,24005491402,3097,665,0.0,0.0,6,0,(+/-) 6.2,,,889442.6365223193,3920.740322711334
257,BACO,24005402408,2475,589,44.0,7.5,7,0,(+/-) 10.2,,,1698637.1658309682,5957.152314416348
258,BACO,24005402503,5564,1332,412.0,30.9,9,0,(+/-) 22.2,,,4867022.4348388845,11653.556497348578
259,BACO,24005452500,4182,1491,409.0,27.4,7,0,(+/-) 14.2,,,1431132.450483339,10231.29320170749
260,BACO,24005440701,6421,408,110.0,27.0,7,0,(+/-) 27,,,3911830.353031237,8486.733643158917
261,BACO,24005404202,9047,2115,212.0,10.0,10,0,(+/-) 21.2,,,6863757.418230354,12846.792065031575
262,BACO,24005402307,6727,1958,141.0,7.2,7,0,(+/-) 10.4,,,2235401.075978758,6432.203670789839
263,BACO,24005980200,0,0,0.0,,5,0,(+/-) **,,,2348775.2192579624,7509.339346914418
264,BACO,24005430300,5969,1555,703.0,45.2,6,1,(+/-) 26,,,2199512.7290803245,6301.5786168939085
265,BACO,24005411102,3310,594,0.0,0.0,7,0,(+/-) 7.2,,,25132621.177523267,27160.51375894336
266,BACO,24005440800,3347,592,71.0,12.0,8,0,(+/-) 17.3,,,2939111.3293604655,8190.18098373672
267,BACO,24005420800,3193,655,61.0,9.3,7,0,(+/-) 12.1,,,1778274.1698021677,6050.95543384203
268,BACO,24005420500,3807,1001,178.0,17.8,5,0,(+/-) 20.2,,,852952.70675858,5133.207836143616
269,BACO,24005451802,3988,584,187.0,32.0,8,0,(+/-) 22.7,,,10972742.20557301,58495.754455592745
270,BACO,24005492200,4589,838,88.0,10.5,8,0,(+/-) 13.3,,,2899930.6594746066,9747.739526934156
271,BACO,24005406000,5570,1411,0.0,0.0,5,0,(+/-) 3,,,95782930.55539337,47039.07249760715
272,BACO,24005400600,2968,706,54.0,7.6,6,0,(+/-) 12,,,968809.8214253607,4918.4944260487655
273,BACO,24005402403,2177,335,82.0,24.5,6,0,(+/-) 18.3,,,2119937.1115980973,6612.086728360345
274,BACO,24005980100,0,0,0.0,,4,0,(+/-) **,,,1747773.7263505948,5962.296297093598
275,BACO,24005450503,6116,1249,585.0,46.8,8,2,(+/-) 24.9,,,927263.4898304169,7069.656299834611
276,BACO,24005402303,6498,1275,29.0,2.3,9,0,(+/-) 3.6,,,2865772.0900772302,7275.154844267669
277,BACO,24005450100,3835,756,67.0,8.8,9,0,(+/-) 9.2,,,9181957.448011167,16344.02194878583
278,BACO,24005408100,6679,1310,0.0,0.0,7,0,(+/-) 3.2,,,26273966.23811352,32898.98196109164
279,BACO,24005400900,2171,695,26.0,3.7,8,0,(+/-) 5.3,,,1023160.4474074015,4431.33530673135
280,BACO,24005403702,6419,1452,513.0,35.3,9,0,(+/-) 29.6,,,6332888.912012552,13129.992418066833
281,BACO,24005402405,4167,1151,77.0,6.7,5,0,(+/-) 7.9,,,1412609.0413883708,5419.80082083883
282,BACO,24005402603,6057,726,74.0,10.2,9,0,(+/-) 19.2,,,6092540.804300046,12547.597631765515
283,BACO,24005420100,3381,670,10.0,1.5,9,0,(+/-) 2.4,,,1640748.9368757247,5638.199180162514
284,BACO,24005451900,2732,684,0.0,0.0,7,0,(+/-) 6,,,13549472.942391042,40622.48385076799
285,BACO,24005403602,6286,1956,0.0,0.0,6,0,(+/-) 2.1,,,2754866.01318324,6705.392821112695
286,BACO,24005492401,4249,1015,3.0,0.3,6,0,(+/-) 0.6,,,1609553.3341292487,6131.4398587294545
287,BACO,24005421200,1864,238,58.0,24.2,5,0,(+/-) 19.9,,,903534.2745207141,8102.039153206943
288,BACO,24005421102,2614,520,117.0,22.5,4,0,(+/-) 18.1,,,2132330.9539671824,7735.478437417417
289,BACO,24005421101,2994,673,7.0,1.0,4,0,(+/-) 1.8,,,683717.1121391011,3978.1821435388106
290,BACO,24005411410,4929,1183,15.0,1.3,6,0,(+/-) 2.1,,,2163906.8580294545,6599.440141208532
291,BACO,24005404402,6188,1250,204.0,16.3,7,0,(+/-) 19.1,,,10882181.580954261,17925.838440668846
292,BACO,24005408704,5294,1390,0.0,0.0,10,0,(+/-) 3,,,5488230.246191218,10082.09698507195
293,BACO,24005491500,3941,959,143.0,14.9,6,0,(+/-) 19.1,,,1128582.3749413877,4399.789672578562
294,BACO,24005403703,2238,241,25.0,10.4,6,0,(+/-) 12.7,,,2016372.7826516263,6549.054980708431
295,BACO,24005491300,3793,684,146.0,21.3,9,0,(+/-) 25.6,,,1913645.538351052,6509.478515749863
296,BACO,24005490601,2321,745,25.0,3.4,5,0,(+/-) 4.6,,,552638.4289756449,2937.3326348704936
297,BACO,24005492500,3630,3,,,6,0,(+/-) **,,,2644532.593150896,10089.81442008951
298,BACO,24005408702,2195,598,0.0,0.0,6,0,(+/-) 6.9,,,2214254.136604038,6632.101704407166
299,BACO,24005402304,3396,542,0.0,0.0,10,0,(+/-) 7.5,,,1540695.1895603174,5620.07155784206
300,BACO,24005492101,4237,869,17.0,1.9,7,0,(+/-) 3.6,,,1432392.0935491754,5607.115736950437
301,BACO,24005411307,3431,858,287.0,33.4,8,0,(+/-) 18.9,,,1799962.5393602392,6169.105758916507
302,BACO,24005452300,3029,1019,637.0,62.5,8,0,(+/-) 28.4,,,2410622.830742512,9529.401070467691
303,BACO,24005490701,1536,196,0.0,0.0,4,0,(+/-) 19.4,,,1310072.2030017113,5139.966642226431
304,BACO,24005402602,2054,302,15.0,5.1,5,0,(+/-) 8.1,,,1237783.002742455,4993.393441563997
305,BACO,24005452000,2523,288,8.0,2.8,3,0,(+/-) 3.9,,,1572987.3481435091,7217.03676709559
306,BACO,24005420302,2407,712,277.0,38.9,4,0,(+/-) 21,,,544139.9085033048,3636.4868697866177
307,BACO,24005420900,3773,1095,359.0,32.8,5,0,(+/-) 22.3,,,1034757.4103332734,4632.575713864313
308,BACO,24005411404,3671,1017,125.0,12.3,9,0,(+/-) 13.6,,,3581093.4371069088,10123.074995128716
309,BACO,24005402510,4854,1337,0.0,0.0,7,0,(+/-) 3.8,,,2075569.4389105965,7773.299064501711
310,BACO,24005410100,5920,1338,29.0,2.2,8,0,(+/-) 3.5,,,95393357.97895236,58078.74675497402
311,BACO,24005408703,6621,1367,0.0,0.0,5,0,(+/-) 3.1,,,3922797.1993142148,8183.834889441781
312,BACO,24005403100,2236,497,8.0,1.6,6,0,(+/-) 2.9,,,1913481.247817177,7432.92102479449
313,BACO,24005408502,5602,928,0.0,0.0,12,0,(+/-) 4.6,,,15830056.05216082,21109.531099060718
314,BACO,24005403401,3654,370,0.0,0.0,7,0,(+/-) 10.8,,,1813615.4103931154,5696.9880687917685
315,BACO,24005451000,1730,284,0.0,0.0,3,0,(+/-) 13.9,,,13671998.874580078,37509.852672510446
316,BACO,24005451401,4242,1178,15.0,1.3,4,0,(+/-) 2.1,,,697531.2002881906,3783.101237406096
317,BACO,24005411308,4414,1055,0.0,0.0,7,0,(+/-) 4,,,4117123.7293991954,8377.129957845615
318,BACO,24005401102,816,84,0.0,0.0,7,0,(+/-) 37.4,,,3464331.875361459,8523.183832287
319,BACO,24005411412,3716,970,375.0,38.7,7,0,(+/-) 23.1,,,617296.960319047,3511.448475979906
320,BACO,24005491701,4241,891,155.0,17.4,6,0,(+/-) 16.8,,,2988011.388217556,9171.27268647512
321,BACO,24005411306,5966,1382,252.0,18.2,8,0,(+/-) 23.7,,,2661318.3694895464,7368.846986109784
322,BACO,24005411101,2242,441,23.0,5.2,8,0,(+/-) 7.5,,,21409320.32627791,25585.233201986062
323,BACO,24005491202,1805,255,20.0,7.8,6,0,(+/-) 17.8,,,762688.3390605823,3973.569573127403
324,BACO,24005411411,2624,435,93.0,21.4,11,0,(+/-) 33.8,,,1613310.978611412,6031.697157742505
325,BACO,24005400701,3095,613,33.0,5.4,8,0,(+/-) 6,,,1186680.5872420012,4778.984876450386
326,BACO,24005420301,2353,418,68.0,16.3,6,0,(+/-) 16.7,,,551517.301151774,3634.307082570424
327,BACO,24005402604,6778,1392,113.0,8.1,8,0,(+/-) 8.5,,,3630355.0030999607,11893.903557602685
328,BACO,24005492600,3667,860,88.0,10.2,8,0,(+/-) 13.5,,,4184256.9589849105,12738.480163642553
329,BACO,24005403601,4839,1341,0.0,0.0,8,0,(+/-) 3.1,,,2751180.5339661706,8329.751140605484
330,BACO,24005408505,3714,870,56.0,6.4,6,0,(+/-) 6.2,,,4066966.657632049,10240.713746644427
331,BACO,24005430101,5430,1663,529.0,31.8,5,1,(+/-) 26.7,,,1467421.5020031333,6017.482487176238
332,BACO,24005450400,2510,452,9.0,2.0,6,0,(+/-) 2.2,,,1196018.7462336153,7604.45646978154
333,BACO,24005403500,6046,2076,191.0,9.2,5,0,(+/-) 9.2,,,3127312.0009885477,7990.710123464002
334,BACO,24005492001,1283,257,83.0,32.4,8,0,(+/-) 30.1,,,994481.9909957822,4953.045160697813
335,BACO,24005403801,1405,256,20.0,7.8,7,0,(+/-) 8.2,,,11267882.622891676,18470.78804770268
336,BACO,24005402306,4413,969,172.0,17.8,6,0,(+/-) 14.7,,,1248990.745047113,4687.377909085488
337,BACO,24005403704,5232,1420,74.0,5.2,8,0,(+/-) 7.6,,,9343563.371805076,15005.521858324655
338,BACO,24005404404,5821,1197,0.0,0.0,5,0,(+/-) 3.5,,,4220735.342405286,10781.80302884859
339,BACO,24005420701,2921,525,213.0,40.6,5,0,(+/-) 27.6,,,1734081.7509171274,6108.7172280581135
340,BACO,24005492002,3779,879,45.0,5.1,10,0,(+/-) 6.5,,,1563364.0248281355,5673.313392722447
341,BACO,24005430104,3134,565,10.0,1.8,4,0,(+/-) 2.5,,,1491605.2159715816,5820.435171097865
342,BACO,24005451801,5404,1470,422.0,28.7,7,0,(+/-) 19.3,,,10554105.05086176,32223.95781680598
343,BACO,24005430900,4736,1194,304.0,25.5,7,0,(+/-) 23.9,,,1454224.1738125,5836.66801226799
344,BACO,24005402404,5302,1467,178.0,12.1,8,0,(+/-) 13.3,,,1694585.6222499383,6512.948086307995
345,BACO,24005411302,4377,1383,112.0,8.1,11,0,(+/-) 8.2,,,19083438.93080532,28528.066977216182
346,BACO,24005404403,5031,1190,60.0,5.0,6,0,(+/-) 7.1,,,2302134.738441894,6470.916205717089
347,BACO,24005408400,1222,103,8.0,7.8,5,0,(+/-) 13.4,,,10027853.450048089,15559.550582428727
348,BACO,24005404600,2662,581,75.0,12.9,5,0,(+/-) 16.7,,,63482592.0146211,44977.415263236726
349,BACO,24005402201,3603,650,129.0,19.8,12,0,(+/-) 21.4,,,42478576.98913718,43070.7297654242
350,BACO,24005408303,3235,679,28.0,4.1,10,0,(+/-) 6.3,,,14658095.710238159,18823.904610329282
351,BACO,24005452100,3342,757,40.0,5.3,4,0,(+/-) 4,,,2898122.3409349765,14748.604742002371
352,BACO,24005451701,6638,1451,52.0,3.6,11,0,(+/-) 6.3,,,16429724.261392042,21639.00674966744
353,BACO,24005490500,3513,770,33.0,4.3,4,0,(+/-) 6.8,,,6667502.781557509,13729.311828604381
354,BACO,24005491900,2000,564,128.0,22.7,5,0,(+/-) 22.4,,,1444512.8403265197,6046.374427311497
355,BACO,24005451500,4279,1340,758.0,56.6,4,1,(+/-) 19.1,,,828258.29914796,5287.515546977684
356,BACO,24005411413,2835,68,0.0,0.0,5,0,(+/-) 41.1,,,572234.5107409986,3203.8755898422264
357,BACO,24005491000,2454,779,0.0,0.0,7,0,(+/-) 5.3,,,1242025.8523439667,5585.241920819396
358,BACO,24005450800,4291,1120,110.0,9.8,8,0,(+/-) 9,,,2074427.6809953107,9203.253582300698
359,BACO,24005403803,3365,887,2.0,0.2,10,0,(+/-) 0.4,,,5776038.04802021,13533.0639334521
360,BACO,24005404502,3999,869,330.0,38.0,6,0,(+/-) 22.4,,,1093941.6071023934,4529.02721493306
361,BACO,24005400100,4423,452,0.0,0.0,5,0,(+/-) 9,,,1883707.4205611832,6624.184980078225
362,BACO,24005408302,2986,564,0.0,0.0,7,0,(+/-) 7.5,,,10955315.445192331,16109.33858569791
363,BACO,24005401301,3426,891,123.0,13.8,4,0,(+/-) 14.8,,,1152620.2437321483,5684.913450258787
364,BACO,24005420200,3363,608,0.0,0.0,8,0,(+/-) 7.3,,,1778300.9671440201,8260.692611976388
365,BACO,24005401507,7089,2486,395.0,15.9,7,0,(+/-) 19.4,,,2715525.7469500676,8196.543768962409
366,BACO,24005490400,1940,476,33.0,7.0,9,0,(+/-) 9,,,6046456.691337453,12234.39237188294
367,BACO,24005430200,2910,582,15.0,2.6,3,0,(+/-) 6.3,,,1676870.5731358791,5367.59871621133
368,BACO,24005401504,6903,1760,449.0,25.5,9,0,(+/-) 18.5,,,5717285.058109532,11239.629274522242
369,BACO,24005401505,4032,689,184.0,26.7,5,0,(+/-) 18.8,,,2291825.1903760955,7138.827618153511
370,BACO,24005490703,2992,572,13.0,2.3,5,0,(+/-) 3.5,,,1532766.9270788631,5634.574216159979
371,CALV,24009860403,3873,1035,29.0,2.8,6,0,(+/-) 3.3,,,7651688.073656211,16222.19631594134
372,CALV,24009860702,2846,612,38.0,6.2,8,0,(+/-) 5.9,,,24507054.6400298,21724.36683922635
373,CALV,24009860404,7452,1958,18.0,0.9,4,0,(+/-) 0.8,,,9957448.130773976,13498.581750549225
374,CALV,24009860300,4279,882,49.0,5.6,9,0,(+/-) 6.1,,,38546300.362749256,34934.14731102607
375,CALV,24009860600,6601,1897,51.0,2.7,7,0,(+/-) 3.9,,,57265270.89821184,40974.24238539663
376,CALV,24009860501,6873,1493,33.0,2.2,7,0,(+/-) 3.5,,,39090369.80059296,30604.926179514467
377,CALV,24009860502,3085,572,0.0,0.0,7,0,(+/-) 7.2,,,19699119.535104305,31770.9814838154
378,CALV,24009861003,6606,1525,159.0,10.4,5,0,(+/-) 12.7,,,11497151.335749794,31501.845772842516
379,CALV,24009860901,5216,734,0.0,0.0,5,0,(+/-) 5.9,,,20405409.640539434,59211.89233422385
380,CALV,24009860701,3661,697,83.0,11.9,7,0,(+/-) 17.2,,,32681411.64511609,31558.802434252124
381,CALV,24009861004,6710,1652,144.0,8.7,5,0,(+/-) 6.4,,,7577794.990919515,18033.304419948443
382,CALV,24009860103,6728,1905,30.0,1.6,5,0,(+/-) 3,,,38689750.38949857,33562.072745378086
383,CALV,24009860902,2764,702,38.0,5.4,6,0,(+/-) 8.6,,,19815108.59550507,41374.16531573238
384,CALV,24009860402,3843,901,0.0,0.0,8,0,(+/-) 4.6,,,11061717.360034792,17080.564450790993
385,CALV,24009860200,6276,1967,0.0,0.0,8,0,(+/-) 2.1,,,48053446.24070358,41549.154101300635
386,CALV,24009860801,6592,1179,24.0,2.0,6,0,(+/-) 2.9,,,79373256.24785489,76873.5311155591
387,CALV,24009860703,4119,832,242.0,29.1,5,0,(+/-) 20.3,,,39210940.72873261,37021.96827109538
388,CALV,24009861100,6267,1243,7.0,0.6,11,0,(+/-) 1.1,,,55988838.57587784,61992.695640859405
389,CARO,24011955400,2226,367,55.0,15.0,9,2,(+/-) 19.6,,,118447031.4254177,57978.49885977825
390,CARO,24011955500,3734,848,91.0,10.7,3,0,(+/-) 10.4,,,116850311.74765803,56118.97108958189
391,CARO,24011955301,4224,1098,113.0,10.3,7,1,(+/-) 12.5,,,111877141.60846265,59916.92529382973
392,CARO,24011955000,3039,847,148.0,17.5,3,1,(+/-) 10.7,,,93202620.290875,41320.08673989121
393,CARO,24011955100,5700,1473,352.0,23.9,5,1,(+/-) 12,,,132046391.84326501,67489.76271348767
394,CARO,24011955201,4203,1014,50.0,4.9,5,1,(+/-) 4.8,,,71498785.66939759,43534.83619632525
395,CARO,24011955302,3400,718,178.0,24.8,4,0,(+/-) 14.5,,,7790771.076331513,15569.169469679087
396,CARO,24011955202,2380,506,14.0,2.7,4,0,(+/-) 5.5,,,98485939.51613697,60147.808547211636
397,CARO,24011955600,4500,1055,476.0,45.1,4,1,(+/-) 15.6,,,89101713.12727767,57759.61199257563
398,CARR,24013504100,5297,1185,13.0,1.1,9,0,(+/-) 1.5,,,37547559.64358632,27908.17977410472
399,CARR,24013505203,4083,709,55.0,7.8,8,0,(+/-) 9.7,,,7066974.108261549,12487.70551836006
400,CARR,24013503000,5265,927,0.0,0.0,10,0,(+/-) 4.5,,,102626475.51698941,42445.75686313858
401,CARR,24013507500,5351,1087,64.0,5.9,10,0,(+/-) 6.4,,,25667750.291955534,21227.448289241984
402,CARR,24013504201,5599,1123,0.0,0.0,9,0,(+/-) 3.7,,,38210317.73446795,39510.6507457293
403,CARR,24013514100,3569,898,57.0,6.4,13,0,(+/-) 6.2,,,31774132.739651803,25649.85556276493
404,CARR,24013511000,4023,820,49.0,6.0,10,0,(+/-) 8.6,,,63179579.437795945,35011.61327863918
405,CARR,24013506200,5570,994,53.0,5.3,4,0,(+/-) 7.8,,,61654566.85232418,33411.69700045874
406,CARR,24013510000,1345,382,6.0,1.7,4,0,(+/-) 3,,,56733551.6191916,46452.12502561136
407,CARR,24013505207,3547,934,63.0,6.7,7,0,(+/-) 7.6,,,4266537.638456925,8964.161104707317
408,CARR,24013507801,6403,1496,444.0,29.7,7,0,(+/-) 18,,,6296988.412812453,11088.946110685396
409,CARR,24013507702,3999,824,17.0,2.1,15,0,(+/-) 3.1,,,13869768.806646464,19023.819552261797
410,CARR,24013507601,4656,924,30.0,3.2,9,0,(+/-) 4.1,,,24594992.120621342,25042.898881258065
411,CARR,24013505101,4042,1049,0.0,0.0,11,0,(+/-) 4,,,9421656.245924436,15996.402508986235
412,CARR,24013501001,5501,1621,230.0,14.2,4,0,(+/-) 12.5,,,20761759.963593308,22346.66293715207
413,CARR,24013508200,6469,1336,0.0,0.0,11,0,(+/-) 3.1,,,57300377.57369083,35199.25807972906
414,CARR,24013505208,4892,1378,28.0,2.0,4,0,(+/-) 3.1,,,5653640.089430693,11031.96824751735
415,CARR,24013508103,8131,1939,16.0,0.8,6,0,(+/-) 1,,,23439356.081204444,26578.13756366266
416,CARR,24013505102,5974,1410,0.0,0.0,8,0,(+/-) 3,,,24823637.03859873,25497.857500145652
417,CARR,24013504202,6808,1481,92.0,6.2,11,0,(+/-) 7.1,,,45163869.18260741,36168.35806442136
418,CARR,24013506101,5315,1208,0.0,0.0,7,0,(+/-) 3.5,,,46107412.886778384,33477.33253013378
419,CARR,24013502000,4027,796,26.0,3.3,5,0,(+/-) 5.7,,,84590640.58844477,42391.364501056
420,CARR,24013513002,6166,1700,117.0,6.9,5,0,(+/-) 9.6,,,31080714.801346827,31398.963773499083
421,CARR,24013512000,1586,351,69.0,19.7,3,0,(+/-) 22.2,,,18690553.29901602,21202.340747064496
422,CARR,24013501002,4997,955,171.0,17.9,7,0,(+/-) 14.2,,,80234963.54550216,53915.10476686975
423,CARR,24013507602,4548,878,19.0,2.2,5,0,(+/-) 3.1,,,14814263.492490329,16373.815437937888
424,CARR,24013509001,4901,991,14.0,1.4,11,0,(+/-) 2.3,,,43858079.906946994,30935.674506667794
425,CARR,24013513001,5070,1156,20.0,1.7,5,0,(+/-) 2.9,,,10945306.939523347,20257.20477458435
426,CARR,24013505206,3005,687,15.0,2.2,7,0,(+/-) 3.1,,,23464047.353679974,34513.7371581187
427,CARR,24013507704,6531,1571,123.0,7.8,10,0,(+/-) 9.3,,,5912584.61424472,13017.131256677269
428,CARR,24013507802,4970,1058,0.0,0.0,11,0,(+/-) 3.9,,,21519538.385474056,28377.1648128129
429,CARR,24013506102,4778,919,0.0,0.0,9,0,(+/-) 4.5,,,27784293.962367725,26326.08024870096
430,CARR,24013514201,5295,1182,54.0,4.6,8,0,(+/-) 4.8,,,46788911.09560327,31290.373848165
431,CARR,24013514202,3351,661,47.0,7.1,6,0,(+/-) 6.2,,,20990940.055594083,21547.82990175445
432,CARR,24013507703,3547,534,0.0,0.0,8,0,(+/-) 7.6,,,7526321.330278884,11537.562978985436
433,CARR,24013505205,3194,805,77.0,9.6,4,0,(+/-) 7.6,,,2618636.917186944,8640.292999708263
434,CARR,24013509002,2513,397,0.0,0.0,5,0,(+/-) 10.1,,,25542784.80998722,21923.211065949956
435,CECI,24015031302,6366,1482,37.0,2.5,8,0,(+/-) 3.6,,,45895791.63390778,37907.77104926546
436,CECI,24015030903,5637,1577,478.0,30.3,10,0,(+/-) 15.9,,,28403917.845751684,26628.352692194945
437,CECI,24015030507,4268,806,250.0,31.0,8,2,(+/-) 17.3,,,6150851.509397962,13502.590077091985
438,CECI,24015030100,5275,951,69.0,7.3,3,0,(+/-) 8.5,,,179639693.91865313,144735.84484830947
439,CECI,24015031400,3869,684,8.0,1.2,6,0,(+/-) 2.3,,,47577157.05459972,36251.97283549374
440,CECI,24015030905,2685,617,71.0,11.5,12,0,(+/-) 13.5,,,32930830.7684769,31546.828331522902
441,CECI,24015030601,3904,851,10.0,1.2,8,0,(+/-) 2,,,52694894.15576239,36476.92597369688
442,CECI,24015030508,4674,1199,451.0,37.6,7,2,(+/-) 20.2,,,4635430.3348846985,10874.020040313995
443,CECI,24015030200,4779,972,305.0,31.4,5,0,(+/-) 25.2,,,113599378.62262899,94140.41465712398
444,CECI,24015030700,5172,1227,104.0,8.5,9,0,(+/-) 6.7,,,61401761.30705119,36615.91930757912
445,CECI,24015030907,5136,1229,50.0,4.1,8,0,(+/-) 4.7,,,22171027.095524143,33257.65756847443
446,CECI,24015031202,5470,1218,181.0,14.9,4,0,(+/-) 9.8,,,22837372.54779977,31239.567056972017
447,CECI,24015031301,3190,635,88.0,13.9,8,0,(+/-) 15.6,,,33128768.609390114,30740.915886103387
448,CECI,24015030602,5166,1132,160.0,14.1,4,0,(+/-) 14.1,,,17832154.500642996,20009.068439382834
449,CECI,24015031201,5704,1274,90.0,7.1,5,0,(+/-) 5.8,,,48046327.7341384,39689.76789173165
450,CECI,24015030400,5330,961,425.0,44.2,11,2,(+/-) 25.1,,,4909570.945275268,12664.906757295732
451,CECI,24015030501,4147,939,9.0,1.0,11,1,(+/-) 1.7,,,29484695.549442302,29152.919471742105
452,CECI,24015030904,7799,1475,99.0,6.7,4,0,(+/-) 7.6,,,70221539.0381113,65001.07847608495
453,CECI,24015030505,3582,903,169.0,18.7,11,2,(+/-) 13.5,,,17942891.251722984,22810.323410021305
454,CECI,24015030503,6140,1833,346.0,18.9,14,2,(+/-) 16.7,,,42274022.73507212,52700.029697818165
455,CECI,24015030908,6073,1411,120.0,8.5,10,0,(+/-) 9.5,,,31754688.856012803,30781.20912983145
456,CHAR,24017850801,4641,1237,0.0,0.0,6,0,(+/-) 3.4,,,4239921.421439898,8688.02586122387
457,CHAR,24017851200,4954,1167,63.0,5.4,5,0,(+/-) 7.9,,,108547894.91160224,110879.53320993092
458,CHAR,24017850708,5728,1301,105.0,8.1,9,0,(+/-) 6.9,,,6097850.721452034,14583.320671361189
459,CHAR,24017850300,1842,340,35.0,10.3,3,0,(+/-) 12.9,,,34174748.84589191,42925.94641346775
460,CHAR,24017850902,5188,1107,136.0,12.3,14,1,(+/-) 10.8,,,5723642.181296957,9606.080625806571
461,CHAR,24017850600,4812,1091,147.0,13.5,14,0,(+/-) 16.6,,,60298212.16530644,48870.21873328344
462,CHAR,24017851003,4395,1001,8.0,0.8,5,0,(+/-) 1.4,,,19954263.35905812,21393.87520533417
463,CHAR,24017850102,2346,476,25.0,5.3,10,0,(+/-) 5.2,,,44772592.73835315,36135.490598902936
464,CHAR,24017850711,5180,1385,55.0,4.0,8,0,(+/-) 4.3,,,3019732.160530544,9587.267211294431
465,CHAR,24017851004,5671,1068,52.0,4.9,9,0,(+/-) 4.7,,,22875363.147424217,23361.795007300356
466,CHAR,24017851501,4022,1015,0.0,0.0,11,0,(+/-) 4.4,,,4068972.0769286724,9632.541877740545
467,CHAR,24017850904,13270,3323,186.0,5.6,14,0,(+/-) 7.3,,,41972821.36424616,33948.1060924613
468,CHAR,24017850712,5504,1301,415.0,31.9,10,0,(+/-) 31.8,,,28316251.073990114,31616.104352291055
469,CHAR,24017850710,5794,1608,68.0,4.2,7,0,(+/-) 4,,,3671943.029918564,7760.435226505768
470,CHAR,24017851401,2987,683,179.0,26.2,5,0,(+/-) 31.5,,,29322819.418183565,25112.969586168845
471,CHAR,24017850706,5826,1101,24.0,2.2,10,0,(+/-) 3.4,,,6987007.7586329505,18277.752569435994
472,CHAR,24017850709,7406,1566,22.0,1.4,8,0,(+/-) 2.1,,,5301898.748372661,12428.942040015223
473,CHAR,24017850201,979,257,0.0,0.0,4,0,(+/-) 15.4,,,16101770.654254891,40451.0611104751
474,CHAR,24017851302,4377,1052,13.0,1.2,10,0,(+/-) 2,,,72019506.57447867,36012.04813589421
475,CHAR,24017850101,7327,2061,8.0,0.4,5,0,(+/-) 0.8,,,25216305.64955776,26606.88359507758
476,CHAR,24017850906,5576,1426,124.0,8.7,7,1,(+/-) 9.8,,,2225312.9080177345,6938.957569922354
477,CHAR,24017851301,5585,1859,283.0,15.2,6,0,(+/-) 11.7,,,111962852.04223445,55977.06450685594
478,CHAR,24017850901,6234,1747,470.0,26.9,13,1,(+/-) 16.2,,,5489182.153326213,9818.457877881898
479,CHAR,24017851100,2967,591,64.0,10.8,6,0,(+/-) 13.3,,,71708738.1008779,48066.019968506705
480,CHAR,24017850713,9814,2597,343.0,13.2,12,0,(+/-) 8.4,,,25984875.421790298,22436.288017616374
481,CHAR,24017850202,4713,930,14.0,1.5,4,0,(+/-) 2.3,,,5761504.095886058,23255.36443224105
482,CHAR,24017851402,3583,734,0.0,0.0,6,0,(+/-) 5.6,,,43882624.155986965,39018.972600981106
483,CHAR,24017850500,2897,725,0.0,0.0,8,0,(+/-) 5.7,,,98407840.23217268,96213.40326502446
484,CHAR,24017850802,6036,1674,94.0,5.6,15,1,(+/-) 6.8,,,39196251.75993394,34844.365052683024
